id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
20591,KMYL,medium_airport,McCall Municipal Airport,44.88970184,-116.1009979,5024,NA,US,US-ID,McCall,no,KMYL,MYL,MYL,http://www.mccall.id.us/services/airport.html,https://en.wikipedia.org/wiki/McCall_Municipal_Airport,
3717,KMYR,medium_airport,Myrtle Beach International Airport,33.67969894,-78.92829895,25,NA,US,US-SC,Myrtle Beach,yes,KMYR,MYR,MYR,,https://en.wikipedia.org/wiki/Myrtle_Beach_International_Airport,
3718,KMYV,medium_airport,Yuba County Airport,39.09780121,-121.5699997,64,NA,US,US-CA,Marysville,no,KMYV,MYV,MYV,http://www.yubacoairport.com/,https://en.wikipedia.org/wiki/Yuba_County_Airport,Marysville AAF
3719,KNBC,medium_airport,Beaufort MCAS - Merritt Field,32.47740173,-80.72319794,37,NA,US,US-SC,Beaufort,no,KNBC,,NBC,,https://en.wikipedia.org/wiki/Marine_Corps_Air_Station_Beaufort,BFT
3720,KNBG,medium_airport,New Orleans NAS JRB/Alvin Callender Field,29.82530022,-90.03500366,2,NA,US,US-LA,New Orleans,no,KNBG,NBG,NBG,,https://en.wikipedia.org/wiki/Naval_Air_Station_Joint_Reserve_Base_New_Orleans,
3721,KNCA,medium_airport,MCAS New River / McCutcheon Field,34.708401,-77.439697,26,NA,US,US-NC,Jacksonville,no,KNCA,,NCA,,,New River MCAS
20634,KNDZ,medium_airport,Whiting Field Naval Air Station South Airport,30.70439911,-87.02300262,177,NA,US,US-FL,Milton,no,KNDZ,,NDZ,,,
3722,KNEL,medium_airport,Lakehurst Maxfield Field Airport,40.03329849,-74.353302,101,NA,US,US-NJ,Lakehurst,no,KNEL,NEL,NEL,,https://en.wikipedia.org/wiki/Naval_Air_Engineering_Station_Lakehurst,"Maxfield Field, Hindenburg, Lakehurst NAES, Lakehurst Naval Air Engineering Station"
3723,KNEW,medium_airport,Lakefront Airport,30.04240036,-90.02829742,8,NA,US,US-LA,New Orleans,no,KNEW,NEW,NEW,http://www.lakefrontairport.com/,https://en.wikipedia.org/wiki/New_Orleans_Lakefront_Airport,
3724,KNFG,medium_airport,Camp Pendleton MCAS (Munn Field) Airport,33.30130005,-117.3550034,78,NA,US,US-CA,Oceanside,no,KNFG,,NFG,,https://en.wikipedia.org/wiki/Marine_Corps_Air_Station_Camp_Pendleton,Camp Pendleton MCAS
3725,KNFL,medium_airport,Fallon Naval Air Station,39.41659927,-118.7009964,3934,NA,US,US-NV,Fallon,no,KNFL,NFL,NFL,http://www.cnic.navy.mil/regions/cnrsw/installations/nas_fallon.html,https://en.wikipedia.org/wiki/Naval_Air_Station_Fallon,"Van Voorhis Field, Fallon NAS"
20639,KNFW,medium_airport,NAS Fort Worth JRB / Carswell Field,32.769199,-97.441498,650,NA,US,US-TX,Fort Worth,no,KNFW,FWH,NFW,http://www.cnic.navy.mil/regions/cnrse/installations/nas_jrb_fort_worth.html,https://en.wikipedia.org/wiki/Naval_Air_Station_Joint_Reserve_Base_Fort_Worth,"Carswell AFB, Tarrant Field"
3726,KNGP,medium_airport,Corpus Christi Naval Air Station/Truax Field,27.69260025,-97.29109955,18,NA,US,US-TX,Corpus Christi,no,KNGP,,NGP,,,
3727,KNGU,medium_airport,Norfolk Naval Station (Chambers Field),36.937599,-76.289299,17,NA,US,US-VA,Norfolk,no,KNGU,NGU,NGU,,https://en.wikipedia.org/wiki/Naval_Station_Norfolk,
3728,KNHK,medium_airport,Patuxent River Naval Air Station (Trapnell Field),38.285999,-76.411797,39,NA,US,US-MD,Patuxent River,no,KNHK,NHK,NHK,,https://en.wikipedia.org/wiki/Naval_Air_Station_Patuxent_River,
3729,KNHZ,medium_airport,Brunswick Executive Airport,43.89220047,-69.93859863,72,NA,US,US-ME,Brunswick,no,KBXM,NHZ,BXM,http://mrra.us/brunswick-executive-airport/,https://en.wikipedia.org/wiki/Brunswick_Executive_Airport,"KHNZ, Brunswick NAS"
20643,KNID,medium_airport,China Lake Naws (Armitage Field) Airport,35.6853981,-117.6920013,2283,NA,US,US-CA,China Lake,no,KNID,,NID,,https://en.wikipedia.org/wiki/Naval_Air_Weapons_Station_China_Lake,
3730,KNIP,medium_airport,Jacksonville Naval Air Station (Towers Field),30.2358,-81.680603,21,NA,US,US-FL,Jacksonville,no,KNIP,NIP,NIP,,https://en.wikipedia.org/wiki/Naval_Air_Station_Jacksonville,
3731,KNJK,medium_airport,El Centro NAF Airport (Vraciu Field),32.829201,-115.671996,-42,NA,US,US-CA,El Centro,no,KNJK,NJK,NJK,https://www.cnic.navy.mil/regions/cnrsw/installations/naf_el_centro.html,https://en.wikipedia.org/wiki/Naval_Air_Facility_El_Centro,"Naval Air Facility El Centro, MCAS El Centro"
3732,KNKT,medium_airport,Cherry Point MCAS /Cunningham Field/,34.90090179,-76.88069916,29,NA,US,US-NC,Cherry Point,no,KNKT,,NKT,,,Cherry Point MCAS
3733,KNKX,medium_airport,Miramar Marine Corps Air Station - Mitscher Field,32.86840057,-117.1429977,477,NA,US,US-CA,San Diego,no,KNKX,NKX,NKX,http://www.miramar.marines.mil/,https://en.wikipedia.org/wiki/Marine_Corps_Air_Station_Miramar,Miramar MCAS
20647,KNLC,medium_airport,Lemoore Naval Air Station (Reeves Field) Airport,36.33300018,-119.9520035,232,NA,US,US-CA,Lemoore,no,KNLC,NLC,NLC,http://www.cnic.navy.mil/regions/cnrsw/installations/nas_lemoore.html,https://en.wikipedia.org/wiki/Naval_Air_Station_Lemoore,
3734,KNMM,medium_airport,Naval Air Station Meridian / McCain Field,32.5531,-88.55406,316,NA,US,US-MS,Lauderdale,no,KNMM,,NMM,,,
3735,KNPA,medium_airport,Naval Air Station Pensacola Forrest Sherman Field,30.352699,-87.318604,28,NA,US,US-FL,Pensacola,no,KNPA,NPA,NPA,http://www.cnic.navy.mil/regions/cnrse/installations/nas_pensacola.html,https://en.wikipedia.org/wiki/Naval_Air_Station_Pensacola,"NAS, KNAS"
3736,KNQA,medium_airport,Millington-Memphis Airport,35.356701,-89.8703,320,NA,US,US-TN,Millington,no,KNQA,NQA,NQA,https://millingtonairport.com/,https://en.wikipedia.org/wiki/Millington-Memphis_Airport,"Millington Municipal, NAS Memphis, Millington Regional Jetport"
3737,KNQI,medium_airport,Kingsville Naval Air Station,27.50720024,-97.80970001,50,NA,US,US-TX,Kingsville,no,KNQI,NQI,NQI,http://www.cnic.navy.mil/regions/cnrse/installations/nas_kingsville.html,https://en.wikipedia.org/wiki/Naval_Air_Station_Kingsville,
3738,KNQX,medium_airport,Naval Air Station Key West/Boca Chica Field,24.57579994,-81.68890381,6,NA,US,US-FL,Key West,no,KNQX,NQX,NQX,http://www.cnic.navy.mil/regions/cnrse/installations/nas_key_west.html,https://en.wikipedia.org/wiki/Naval_Air_Station_Key_West,
20652,KNRB,medium_airport,Naval Station Mayport / Admiral David L McDonald Field,30.3911,-81.424698,15,NA,US,US-FL,Jacksonville,no,KNRB,NRB,NRB,http://www.cnic.navy.mil/regions/cnrse/installations/ns_mayport.html,https://en.wikipedia.org/wiki/Naval_Station_Mayport,
20656,KNSE,medium_airport,Whiting Field Naval Air Station - North,30.7241993,-87.02189636,199,NA,US,US-FL,Milton,no,KNSE,NSE,NSE,,https://en.wikipedia.org/wiki/Naval_Air_Station_Whiting_Field_%E2%80%93_North,
3739,KNTD,medium_airport,Point Mugu Naval Air Station (Naval Base Ventura Co),34.12030029,-119.1210022,13,NA,US,US-CA,Point Mugu,no,KNTD,NTD,NTD,,https://en.wikipedia.org/wiki/Naval_Air_Station_Point_Mugu,
3740,KNTU,medium_airport,Oceana Naval Air Station,36.820702,-76.033501,23,NA,US,US-VA,Virginia Beach,no,KNTU,NTU,NTU,,https://en.wikipedia.org/wiki/Naval_Air_Station_Oceana,Apollo Soucek Field
3741,KNUQ,medium_airport,Moffett Federal Airfield,37.4161,-122.049004,32,NA,US,US-CA,Mountain View,no,KNUQ,NUQ,NUQ,,https://en.wikipedia.org/wiki/Moffett_Federal_Airfield,
20661,KNUW,medium_airport,Whidbey Island Naval Air Station (Ault Field),48.351799,-122.655998,47,NA,US,US-WA,Oak Harbor,no,KNUW,NUW,NUW,,https://en.wikipedia.org/wiki/Naval_Air_Station_Whidbey_Island,
20666,KNXP,medium_airport,Twentynine Palms Strategic Expeditionary Landing Field,34.2962,-116.162003,2051,NA,US,US-CA,Twentynine Palms,no,KNXP,,NXP,,https://en.wikipedia.org/wiki/Twentynine_Palms_Strategic_Expeditionary_Landing_Field,
20669,KNYG,medium_airport,Quantico Marine Corps Airfield / Turner Field,38.501701,-77.305298,10,NA,US,US-VA,Quantico,no,KNYG,,NYG,,,
3961,KNYL,medium_airport,Yuma International Airport / Marine Corps Air Station Yuma,32.656601,-114.606003,213,NA,US,US-AZ,Yuma,yes,KNYL,YUM,NYL,,https://en.wikipedia.org/wiki/Yuma_International_Airport,"Yuma MCAS, Yuma Marine Corps Air Station, Formerly KYUM"
3743,KNZY,medium_airport,North Island Naval Air Station-Halsey Field,32.69919968,-117.2149963,26,NA,US,US-CA,San Diego,no,KNZY,NZY,NZY,,https://en.wikipedia.org/wiki/Naval_Air_Station_North_Island,
20709,KOAJ,medium_airport,Albert J Ellis Airport,34.829201,-77.612099,94,NA,US,US-NC,Richlands,yes,KOAJ,OAJ,OAJ,https://flyoaj.com/,https://en.wikipedia.org/wiki/Albert_J._Ellis_Airport,
3744,KOAK,large_airport,Metropolitan Oakland International Airport,37.721298,-122.221001,9,NA,US,US-CA,Oakland,yes,KOAK,OAK,OAK,http://www.oaklandairport.com/,https://en.wikipedia.org/wiki/Oakland_International_Airport,"QSF, QBA"
3745,KOFF,medium_airport,Offutt Air Force Base,41.11830139,-95.91249847,1052,NA,US,US-NE,Omaha,no,KOFF,OFF,OFF,http://www.offutt.af.mil/,https://en.wikipedia.org/wiki/Offutt_Air_Force_Base,
20722,KOFK,medium_airport,Karl Stefan Memorial Airport,41.98550034,-97.43509674,1573,NA,US,US-NE,Norfolk,no,KOFK,OFK,OFK,http://www.norfolkairportservices.com/default.htm,https://en.wikipedia.org/wiki/Norfolk_Regional_Airport,
20725,KOGB,medium_airport,Orangeburg Municipal Airport,33.45679855,-80.85949707,195,NA,US,US-SC,Orangeburg,no,KOGB,OGB,OGB,http://www.orangeburg.sc.us/index.php?option=com_content&view=article&id=18&Itemid=69,https://en.wikipedia.org/wiki/Orangeburg_Municipal_Airport,
3746,KOGD,medium_airport,Ogden Hinckley Airport,41.19589996,-112.012001,4473,NA,US,US-UT,Ogden,yes,KOGD,OGD,OGD,http://flyogden.com/,https://en.wikipedia.org/wiki/Ogden-Hinckley_Airport,
3747,KOKC,medium_airport,Will Rogers World Airport,35.393101,-97.6007,1295,NA,US,US-OK,Oklahoma City,yes,KOKC,OKC,OKC,,https://en.wikipedia.org/wiki/Will_Rogers_World_Airport,
20739,KOLF,medium_airport,L M Clayton Airport,48.0945015,-105.5749969,1986,NA,US,US-MT,Wolf Point,no,KOLF,OLF,OLF,,https://en.wikipedia.org/wiki/L._M._Clayton_Airport,
3749,KOLM,medium_airport,Olympia Regional Airport,46.9693985,-122.9029999,209,NA,US,US-WA,Olympia,no,KOLM,OLM,OLM,,https://en.wikipedia.org/wiki/Olympia_Airport,
20741,KOLS,medium_airport,Nogales International Airport,31.4177,-110.848,3955,NA,US,US-AZ,Nogales,no,KOLS,OLS,OLS,,https://en.wikipedia.org/wiki/Nogales_International_Airport,
3750,KOLU,medium_airport,Columbus Municipal Airport,41.44800186,-97.34259796,1447,NA,US,US-NE,Columbus,no,KOLU,,OLU,,,
3751,KOMA,medium_airport,Eppley Airfield,41.3032,-95.894096,984,NA,US,US-NE,Omaha,yes,KOMA,OMA,OMA,,https://en.wikipedia.org/wiki/Eppley_Airfield,
20751,KONO,medium_airport,Ontario Municipal Airport,44.0198,-117.013289,2193,NA,US,US-OR,Oregon,no,KONO,ONO,ONO,https://www.ontariooregon.org/airport.html,https://en.wikipedia.org/wiki/Ontario_Municipal_Airport,
20752,KONP,medium_airport,Newport Municipal Airport,44.580399,-124.057999,160,NA,US,US-OR,Newport,no,KONP,ONP,ONP,,https://en.wikipedia.org/wiki/Newport_Municipal_Airport_(Oregon),
3752,KONT,large_airport,Ontario International Airport,34.05599976,-117.6009979,944,NA,US,US-CA,Ontario,yes,KONT,ONT,ONT,,https://en.wikipedia.org/wiki/LA/Ontario_International_Airport,
20757,KOPF,medium_airport,Miami-Opa Locka Executive Airport,25.907,-80.278397,8,NA,US,US-FL,Miami,no,KOPF,OPF,OPF,http://www.miami-airport.com/html/opalocka.html,https://en.wikipedia.org/wiki/Miami-Opa_Locka_Executive_Airport,
3753,KOQU,medium_airport,Quonset State Airport,41.5970993,-71.41210175,18,NA,US,US-RI,North Kingstown,no,KOQU,NCO,OQU,,https://en.wikipedia.org/wiki/Quonset_State_Airport,Quonset Point NAS
3754,KORD,large_airport,Chicago O'Hare International Airport,41.9786,-87.9048,672,NA,US,US-IL,Chicago,yes,KORD,ORD,ORD,https://www.flychicago.com/ohare/home/pages/default.aspx,https://en.wikipedia.org/wiki/O'Hare_International_Airport,"CHI, Orchard Place"
3755,KORF,medium_airport,Norfolk International Airport,36.8946,-76.201202,26,NA,US,US-VA,Norfolk,yes,KORF,ORF,ORF,,https://en.wikipedia.org/wiki/Norfolk_International_Airport,
3756,KORH,medium_airport,Worcester Regional Airport,42.2673,-71.875702,1009,NA,US,US-MA,Worcester,yes,KORH,ORH,ORH,,https://en.wikipedia.org/wiki/Worcester-Metrowest-Boston_Airport,
3757,KOSH,medium_airport,Wittman Regional Airport,43.9844017,-88.55699921,808,NA,US,US-WI,Oshkosh,no,KOSH,OSH,OSH,http://www.wittmanairport.com/,https://en.wikipedia.org/wiki/Wittman_Regional_Airport,
3758,KOSU,medium_airport,The Ohio State University Airport - Don Scott Field,40.0798,-83.072998,905,NA,US,US-OH,Columbus,no,KOSU,OSU,OSU,https://osuairport.org/,https://en.wikipedia.org/wiki/Ohio_State_University_Airport,
3759,KOTH,medium_airport,Southwest Oregon Regional Airport,43.417099,-124.2460022,17,NA,US,US-OR,North Bend,yes,KOTH,OTH,OTH,,https://en.wikipedia.org/wiki/Southwest_Oregon_Regional_Airport,
3760,KOTM,medium_airport,Ottumwa Regional Airport,41.106368,-92.449837,845,NA,US,US-IA,Ottumwa,no,KOTM,OTM,OTM,,,
3761,KOWB,medium_airport,Owensboro Daviess County Airport,37.74010086,-87.16680145,407,NA,US,US-KY,Owensboro,yes,KOWB,OWB,OWB,,https://en.wikipedia.org/wiki/Owensboro-Daviess_County_Regional_Airport,
20777,KOWD,medium_airport,Norwood Memorial Airport,42.19049835,-71.17289734,49,NA,US,US-MA,Norwood,no,KOWD,OWD,OWD,http://www.ci.norwood.ma.us/Airport/Default.htm,https://en.wikipedia.org/wiki/Norwood_Memorial_Airport,
20785,KOXR,medium_airport,Oxnard Airport,34.20080185,-119.2070007,45,NA,US,US-CA,Oxnard,no,KOXR,OXR,OXR,,https://en.wikipedia.org/wiki/Oxnard_Airport,
3762,KOZR,medium_airport,Cairns AAF (Fort Rucker) Air Field,31.27569962,-85.71340179,301,NA,US,US-AL,Fort Rucker/Ozark,no,KOZR,OZR,OZR,,https://en.wikipedia.org/wiki/Cairns_Army_Airfield,
3763,KPAE,medium_airport,Snohomish County (Paine Field) Airport,47.9063,-122.281998,606,NA,US,US-WA,Everett,yes,KPAE,PAE,PAE,,https://en.wikipedia.org/wiki/Paine_Field,
3764,KPAH,medium_airport,Barkley Regional Airport,37.06079865,-88.77380371,410,NA,US,US-KY,Paducah,yes,KPAH,PAH,PAH,,https://en.wikipedia.org/wiki/Barkley_Regional_Airport,
3765,KPAM,medium_airport,Tyndall Air Force Base,30.069599,-85.575401,17,NA,US,US-FL,Panama City,no,KPAM,PAM,PAM,http://www.tyndall.af.mil/,https://en.wikipedia.org/wiki/Tyndall_Air_Force_Base,
20807,KPBF,medium_airport,"Pine Bluff Regional Airport, Grider Field",34.174121,-91.935643,206,NA,US,US-AR,Pine Bluff,no,KPBF,PBF,PBF,http://www.pbaviation.com,https://en.wikipedia.org/wiki/Grider_Field,
20808,KPBG,medium_airport,Plattsburgh International Airport,44.65090179,-73.4681015,234,NA,US,US-NY,Plattsburgh,yes,KPBG,PBG,PBG,http://www.plattsburghinternationalairport.com/,https://en.wikipedia.org/wiki/Plattsburgh_International_Airport,Plattsburgh Air Force Base
3766,KPBI,large_airport,Palm Beach International Airport,26.68320084,-80.09559631,19,NA,US,US-FL,West Palm Beach,yes,KPBI,PBI,PBI,,https://en.wikipedia.org/wiki/Palm_Beach_International_Airport,"MFW, South Florida"
3767,KPDK,medium_airport,DeKalb Peachtree Airport,33.87559891,-84.30200195,1003,NA,US,US-GA,Atlanta,no,KPDK,PDK,PDK,http://web.co.dekalb.ga.us/pdkairport/index.asp,https://en.wikipedia.org/wiki/DeKalb-Peachtree_Airport,
20815,KPDT,medium_airport,Eastern Oregon Regional Airport at Pendleton,45.695099,-118.841003,1497,NA,US,US-OR,Pendleton,yes,KPDT,PDT,PDT,,https://en.wikipedia.org/wiki/Eastern_Oregon_Regional_Airport,
3768,KPDX,large_airport,Portland International Airport,45.58869934,-122.5979996,31,NA,US,US-OR,Portland,yes,KPDX,PDX,PDX,,https://en.wikipedia.org/wiki/Portland_International_Airport,
20821,KPGA,medium_airport,Page Municipal Airport,36.92610168,-111.447998,4316,NA,US,US-AZ,Page,no,KPGA,PGA,PGA,,https://en.wikipedia.org/wiki/Page_Municipal_Airport,
20822,KPGD,medium_airport,Charlotte County Airport,26.9202,-81.990501,26,NA,US,US-FL,Punta Gorda,yes,KPGD,PGD,PGD,http://www.flypgd.com/,https://en.wikipedia.org/wiki/Punta_Gorda_Airport_(Florida),Punta Gorda AAF
20824,KPGV,medium_airport,Pitt Greenville Airport,35.6352005,-77.38529968,26,NA,US,US-NC,Greenville,no,KPGV,PGV,PGV,,https://en.wikipedia.org/wiki/Pitt-Greenville_Airport,
3770,KPHF,medium_airport,Newport News Williamsburg International Airport,37.131901,-76.492996,42,NA,US,US-VA,Newport News,yes,KPHF,PHF,PHF,,https://en.wikipedia.org/wiki/Newport_News/Williamsburg_International_Airport,
3771,KPHL,large_airport,Philadelphia International Airport,39.87189865,-75.2410965,36,NA,US,US-PA,Philadelphia,yes,KPHL,PHL,PHL,http://www.phl.org/,https://en.wikipedia.org/wiki/Philadelphia_International_Airport,
3772,KPHX,large_airport,Phoenix Sky Harbor International Airport,33.435302,-112.005905,1135,NA,US,US-AZ,Phoenix,yes,KPHX,PHX,PHX,http://phoenix.gov/skyharborairport/,https://en.wikipedia.org/wiki/Phoenix_Sky_Harbor_International_Airport,
3773,KPIA,medium_airport,General Wayne A. Downing Peoria International Airport,40.6642,-89.693298,660,NA,US,US-IL,Peoria,yes,KPIA,PIA,PIA,,https://en.wikipedia.org/wiki/General_Wayne_A._Downing_Peoria_International_Airport,Peoria International Airport
3774,KPIB,medium_airport,Hattiesburg Laurel Regional Airport,31.4671,-89.337097,298,NA,US,US-MS,Moselle,yes,KPIB,PIB,PIB,,https://en.wikipedia.org/wiki/Hattiesburg-Laurel_Regional_Airport,
3775,KPIE,medium_airport,St. Petersburg Clearwater International Airport,27.9102,-82.687401,11,NA,US,US-FL,Pinellas Park,yes,KPIE,PIE,PIE,,https://en.wikipedia.org/wiki/St._Petersburg-Clearwater_International_Airport,
3776,KPIH,medium_airport,Pocatello Regional Airport,42.90980148,-112.5960007,4452,NA,US,US-ID,Pocatello,yes,KPIH,PIH,PIH,,https://en.wikipedia.org/wiki/Pocatello_Regional_Airport,
3777,KPIR,medium_airport,Pierre Regional Airport,44.38270187,-100.2860031,1744,NA,US,US-SD,Pierre,yes,KPIR,PIR,PIR,,https://en.wikipedia.org/wiki/Pierre_Regional_Airport,
3778,KPIT,large_airport,Pittsburgh International Airport,40.49150085,-80.23290253,1203,NA,US,US-PA,Pittsburgh,yes,KPIT,PIT,PIT,,https://en.wikipedia.org/wiki/Pittsburgh_International_Airport,
3779,KPKB,medium_airport,Mid Ohio Valley Regional Airport,39.3451004,-81.43920135,858,NA,US,US-WV,Parkersburg,yes,KPKB,PKB,PKB,,https://en.wikipedia.org/wiki/Mid-Ohio_Valley_Regional_Airport,
3781,KPLN,medium_airport,Pellston Regional Airport of Emmet County Airport,45.57089996,-84.79669952,721,NA,US,US-MI,Pellston,yes,KPLN,PLN,PLN,,https://en.wikipedia.org/wiki/Pellston_Regional_Airport,
3782,KPMD,medium_airport,Palmdale Regional Airport / USAF Plant 42 Airport,34.629398,-118.084999,2543,NA,US,US-CA,Palmdale,no,KPMD,PMD,PMD,,https://en.wikipedia.org/wiki/LA/Palmdale_Regional_Airport,
20848,KPNA,medium_airport,Ralph Wenz Field,42.79550171,-109.8069992,7102,NA,US,US-WY,Pinedale,no,KPNA,PWY,PNA,http://www.pinedaleonline.com/pinedaleairport.HTM,https://en.wikipedia.org/wiki/Ralph_Wenz_Field,
20849,KPNC,medium_airport,Ponca City Regional Airport,36.73199844,-97.09980011,1008,NA,US,US-OK,Ponca City,no,KPNC,PNC,PNC,http://www.poncacityok.gov/index.aspx?nid=181,https://en.wikipedia.org/wiki/Ponca_City_Regional_Airport,
20850,KPNE,medium_airport,Northeast Philadelphia Airport,40.081902,-75.010597,120,NA,US,US-PA,Philadelphia,yes,KPNE,PNE,PNE,http://www.phl.org/pne/pne.html,https://en.wikipedia.org/wiki/Northeast_Philadelphia_Airport,
3783,KPNS,medium_airport,Pensacola International Airport,30.4734,-87.1866,121,NA,US,US-FL,Pensacola,yes,KPNS,PNS,PNS,http://www.flypensacola.com/,https://en.wikipedia.org/wiki/Pensacola_Regional_Airport,
3784,KPOB,medium_airport,Pope Field,35.170898,-79.014503,217,NA,US,US-NC,Fort Bragg,no,KPOB,POB,POB,http://www.pope.af.mil/,https://en.wikipedia.org/wiki/Pope_Field,"Pope AFB, Pope Army Airfield"
3785,KPOE,medium_airport,Polk Army Air Field,31.0447998,-93.1917038,330,NA,US,US-LA,Fort Polk,no,KPOE,POE,POE,http://www.jrtc-polk.army.mil/,,
3786,KPOU,medium_airport,Dutchess County Airport,41.62659836,-73.88420105,165,NA,US,US-NY,Poughkeepsie,no,KPOU,POU,POU,,https://en.wikipedia.org/wiki/Dutchess_County_Airport,
3787,KPQI,medium_airport,Presque Isle International Airport,46.688999,-68.0448,534,NA,US,US-ME,Presque Isle,yes,KPQI,PQI,PQI,,https://en.wikipedia.org/wiki/Presque_Isle_International_Airport,Northern Maine Regional
3788,KPRB,medium_airport,Paso Robles Municipal Airport,35.67290115,-120.6269989,840,NA,US,US-CA,Paso Robles,no,KPRB,PRB,PRB,http://www.prcity.com/government/departments/publicworks/airport/,https://en.wikipedia.org/wiki/Paso_Robles_Municipal_Airport,
3789,KPRC,medium_airport,Prescott International Airport - Ernest A. Love Field,34.654499,-112.419998,5045,NA,US,US-AZ,Prescott,yes,KPRC,PRC,PRC,,https://en.wikipedia.org/wiki/Ernest_A._Love_Field,
3790,KPRX,medium_airport,Cox Field,33.63660049,-95.45079803,547,NA,US,US-TX,Paris,no,KPRX,PRX,PRX,,https://en.wikipedia.org/wiki/Cox_Field,Cox AAF
20870,KPSC,medium_airport,Tri Cities Airport,46.26470184,-119.1190033,410,NA,US,US-WA,Pasco,yes,KPSC,PSC,PSC,,,
3791,KPSM,medium_airport,Portsmouth International at Pease Airport,43.07789993,-70.82330322,100,NA,US,US-NH,Portsmouth,yes,KPSM,PSM,PSM,,https://en.wikipedia.org/wiki/Pease_International_Airport,
3792,KPSP,medium_airport,Palm Springs International Airport,33.8297,-116.507004,477,NA,US,US-CA,Palm Springs,yes,KPSP,PSP,PSP,http://www.palmspringsca.gov/index.aspx?page=270,https://en.wikipedia.org/wiki/Palm_Springs_International_Airport,Palm Springs Air Base
3793,KPTK,medium_airport,Oakland County International Airport,42.66550064,-83.42009735,980,NA,US,US-MI,Pontiac,no,KPTK,PTK,PTK,https://www.oakgov.com/aviation/ocia,https://en.wikipedia.org/wiki/Oakland_County_International_Airport,"Pontiac Municipal Airport, Oakland-Pontiac Airport"
3794,KPUB,medium_airport,Pueblo Memorial Airport,38.289101,-104.497002,4726,NA,US,US-CO,Pueblo,yes,KPUB,PUB,PUB,,https://en.wikipedia.org/wiki/Pueblo_Memorial_Airport,
20883,KPUW,medium_airport,Pullman Moscow Regional Airport,46.7439,-117.110001,2556,NA,US,US-WA,Pullman/Moscow,yes,KPUW,PUW,PUW,http://www.pullman-wa.gov/airport/,https://en.wikipedia.org/wiki/Pullman-Moscow_Regional_Airport,
3795,KPVD,large_airport,Theodore Francis Green State Airport,41.725038,-71.425668,55,NA,US,US-RI,Warwick,yes,KPVD,PVD,PVD,,https://en.wikipedia.org/wiki/T._F._Green_Airport,
20890,KPVU,medium_airport,Provo-Utah Lake International Airport,40.2192,-111.723,4497,NA,US,US-UT,Provo,yes,KPVU,PVU,PVU,http://www.provo.org/city-services/airport,https://en.wikipedia.org/wiki/Provo_Municipal_Airport,
20896,KPWK,medium_airport,Chicago Executive Airport,42.114222,-87.901494,647,NA,US,US-IL,Chicago/Prospect Heights/Wheeling,no,KPWK,PWK,PWK,http://chiexec.com/,https://en.wikipedia.org/wiki/Chicago_Executive_Airport,
3796,KPWM,large_airport,Portland International Jetport,43.646198,-70.309303,76,NA,US,US-ME,Portland,yes,KPWM,PWM,PWM,,https://en.wikipedia.org/wiki/Portland_International_Jetport,
3797,KPWT,medium_airport,Bremerton National Airport,47.49020004,-122.7649994,444,NA,US,US-WA,Bremerton,no,KPWT,PWT,PWT,https://en.wikipedia.org/wiki/Bremerton_National_Airport,https://en.wikipedia.org/wiki/Bremerton_National_Airport,
3837,KRAL,medium_airport,Riverside Municipal Airport,33.9519,-117.445,819,NA,US,US-CA,Riverside,no,KRAL,RAL,RAL,http://www.riversideca.gov/airport/,https://en.wikipedia.org/wiki/Riverside_Municipal_Airport,Riverside Arlington
3838,KRAP,medium_airport,Rapid City Regional Airport,44.04529953,-103.0569992,3204,NA,US,US-SD,Rapid City,yes,KRAP,RAP,RAP,,https://en.wikipedia.org/wiki/Rapid_City_Regional_Airport,
3839,KRBL,medium_airport,Red Bluff Municipal Airport,40.15069962,-122.2519989,352,NA,US,US-CA,Red Bluff,no,KRBL,RBL,RBL,,https://en.wikipedia.org/wiki/Red_Bluff_Municipal_Airport,
3840,KRCA,medium_airport,Ellsworth Air Force Base,44.14500046,-103.1039963,3276,NA,US,US-SD,Rapid City,no,KRCA,RCA,RCA,http://www.ellsworth.af.mil/,https://en.wikipedia.org/wiki/Ellsworth_Air_Force_Base,28th Bomb Wing
3841,KRDD,medium_airport,Redding Municipal Airport,40.50899887,-122.2929993,505,NA,US,US-CA,Redding,yes,KRDD,RDD,RDD,,https://en.wikipedia.org/wiki/Redding_Municipal_Airport,
3842,KRDG,medium_airport,Reading Regional Airport (Carl A Spaatz Field),40.378502,-75.965202,344,NA,US,US-PA,Reading,yes,KRDG,RDG,RDG,,https://en.wikipedia.org/wiki/Reading_Regional_Airport,
3843,KRDM,medium_airport,Roberts Field,44.2541008,-121.1500015,3080,NA,US,US-OR,Redmond,yes,KRDM,RDM,RDM,,https://en.wikipedia.org/wiki/Roberts_Field,
20922,KRDR,medium_airport,Grand Forks Air Force Base,47.96110153,-97.40119934,913,NA,US,US-ND,Grand Forks,no,KRDR,RDR,RDR,http://www.grandforks.af.mil/,https://en.wikipedia.org/wiki/Grand_Forks_Air_Force_Base,
